KU-typ;FK;Elementnamn XML-fil;Obl;Fälttyp;SambandskontrollID;SambandskontrollText;Beskrivning;Xml fält grupp;SKVs tooltip i etjänst för direkt-registrering;
KU31;252;TIN;N;Text20;066;Om Fk076 finns ska Fk252 finnas.;Utländskt skatteregistreringsnummer (TIN);Inkomsttagare;Utländskt skatteregistreringsnummer, TIN (Tax Identification Number), ska alltid lämnas för person som är obegränsat skattskyldig i Sverige och har hemvist i annan stat. Personen, som uppgiften avser, får skatteregistreringsnumret av det land där han eller hon har sin skatterättsliga hemvist.;
KU31;504;AnnanInkomst;N;Belopp7;;;Annan inkomst;;Här redovisas bl.a. avkastning på delägarrätt beräknad utifrån en oförutsedd variabel såsom ett aktieindex, återbetalning vid nedsättning av fondförvaltningsavgift och utdelningsersättningar och premier som erhålls vid värdepapperslån.;
KU31;523;Depanummer;N;Belopp12;;;Depånummer;;Depånummer ska alltid anges för samägda depåer. Anges med maximalt 12 siffror (inga bokstäver).;
KU31;524;AndelAvDepan;N;Decimal2;076;Om Fk524 finns ska också Fk523 finnas.;Andel av depån;;Om en depå innehas av två eller flera personer och beloppen i kontrolluppgiften avser hela depån anges här ägd andel för den uppgiften avser. Andelen anges med upp till två decimaler. OBS! Avdragen skatt anges alltid individuellt.;
KU31;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU31;571;VPNamn;N;Text50;085,170;"Fk571 ska finnas om Fk572 saknas och Fk205 saknas.
Fk571 ska finnas om (Fk572 finns och de två första tecknen i Fk572 inte är SE)
";Namn på aktien/andelen;;Namnet ska alltid anges om ISIN är utländskt, dvs börjar på annan landskod än SE, eller om ISIN saknas. Bolagsnamn ska alltid anges för svenska fåmansbolag utan ISIN.;
KU31;572;ISIN;N;Isin;;;ISIN;;Värdepapperets identitetsnummer enligt internationell standard. Anges i form av landskod (två stora bokstäver) följt av 10 tecken. För svenska värdepapper är det 10 siffror är siffror. Ex SE0000667925.;
KU31;574;UtbetaldUtdelning;N;Belopp10;088,168;"Fk574 ska finnas om Fk205, Fk001, Fk504, Fk581 och Fk599 saknas.
Fk574 får inte finnas om Fk599 finns.";Utbetald utdelning m.m.;;;
KU31;581;AnnanKupongErsattning;N;Belopp10;092;Fk581 får inte finnas om Fk574 finns.;Annan kupongskattepliktig ersättning än utdelning;;;
KU31;599;OkandVarde;N;Kryss;;;Okänt värde;;Markering för när en sakutdelning ännu inte fått ett fastställt värde vid tiden för inlämning av kontrolluppgiften.;
KU31;853;Avstamningsdag;N;Datum;;;Avstämningsdag (fylls endast i vid flera utdelningar per år);;Avstämningsdagen är lika med utdelningstillfället.;
KU32;061;Delagare;N;Kryss;;;Delägare m.fl. i fåmansföretag;;"Här markerar du om ditt företag är ett: • fåmansföretag och om den person som kontrolluppgiften gäller är företagsledare, närstående till sådan person eller delägare i företaget
• fåmanshandelsbolag och om den person kontrolluppgiften gäller är företagsledare eller närstående till en sådan person utan att vara delägare i handelsbolaget.
";
KU32;076;LandskodTIN;N;Landskod;045;Om Fk252 finns ska Fk076 finnas.;TIN-land;Inkomsttagare;I de fall utländskt skatteregistreringsnummer (TIN) lämnas ska uppgift även lämnas om vilket land som utfärdat numret.;
KU32;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Organisationsnummer;Uppgiftslamnare;;
KU32;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU32;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU32;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU32;215;Inkomsttagare;N;Identitet;056;Fk215 ska finnas om Fk222 och Fk224 saknas.;Personnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU32;216;Fornamn;N;Text50;057,142;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Förnamn;Inkomsttagare;;
KU32;217;Efternamn;N;Text50;058,143;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU32;218;Gatuadress;N;Text50;059,144,152;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Gatuadress;Inkomsttagare;;
KU32;219;Postnummer;N;PostNummer;060,145,153;"Fk219 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU32;220;Postort;N;Text50;061,146,154;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;;
KU32;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU32;222;Fodelsetid;N;Fodelsetid;063;Om Fk215 finns får inte Fk222 finnas.;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU32;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU32;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU32;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU32;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU32;252;TIN;N;Text20;066;Om Fk076 finns ska Fk252 finnas.;Utländskt skatteregistreringsnummer (TIN);Inkomsttagare;Utländskt skatteregistreringsnummer, TIN (Tax Identification Number), ska alltid lämnas för person som är obegränsat skattskyldig i Sverige och har hemvist i annan stat. Personen, som uppgiften avser, får skatteregistreringsnumret av det land där han eller hon har sin skatterättsliga hemvist.;
KU32;523;Depanummer;N;Belopp12;;;Depånummer;;Depånummer ska alltid anges för samägda depåer. Anges med maximalt 12 siffror (inga bokstäver).;
KU32;524;AndelAvDepan;N;Decimal2;076;Om Fk524 finns ska också Fk523 finnas.;Andel av depån;;Om en depå innehas av två eller flera personer och beloppen i kontrolluppgiften avser hela depån anges här ägd andel för den uppgiften avser. Andelen anges med upp till två decimaler. OBS! Avdragen skatt anges alltid individuellt.;
KU32;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU32;571;VPNamn;N;Text50;085,170;"Fk571 ska finnas om Fk572 saknas och Fk205 saknas.
Fk571 ska finnas om (Fk572 finns och de två första tecknen i Fk572 inte är SE)
";Namn på aktien/andelen;;Namnet ska alltid anges om ISIN är utländskt (börjar på annan landskod än SE) eller om ISIN saknas.;
KU32;572;ISIN;N;Isin;;;ISIN;;Värdepapperets identitetsnummer enligt internationell standard. Anges i form av landskod (två stora bokstäver) följt av 10 tecken. För svenska värdepapper är det 10 siffror är siffror. Ex SE0000667925.;
KU32;573;AvyttradTillISK;N;Kryss;;;Avyttrad till investeringssparkonto;;Markera här om kontrolluppgiften avser en överföring av en aktie/delägarrätt till ett investeringssparkonto.;
KU32;576;AntalAvyttrade;N;Belopp12;089;Om Fk205 saknas ska Fk576 finnas.;Antal avyttrade;;Här anges antalet avyttrade delägarrätter eller belopp av fordringsrätter.;
KU32;599;OkandVarde;N;Kryss;;;Okänt värde;;Markering för när en sakutdelning som avyttrats ännu inte fått ett fastställt värde vid tiden för inlämning av kontrolluppgiften.;
KU32;810;ErhallenErsattning;N;Belopp10;090,169;"Om Fk205  och Fk599 saknas ska Fk810 finnas.
Fk810 får inte finnas om Fk599 finns.";Erhållen ersättning;;;
KU34;076;LandskodTIN;N;Landskod;045;Om Fk252 finns ska Fk076 finnas.;TIN-land;Inkomsttagare;I de fall utländskt skatteregistreringsnummer (TIN) lämnas ska uppgift även lämnas om vilket land som utfärdat numret.;
KU34;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Organisationsnummer;Uppgiftslamnare;;
KU34;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU34;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU34;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU34;215;Inkomsttagare;N;Identitet;056;Fk215 ska finnas om Fk222 och Fk224 saknas.;Personnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU34;216;Fornamn;N;Text50;057,142;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Förnamn;Inkomsttagare;;
KU34;217;Efternamn;N;Text50;058,143;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU34;218;Gatuadress;N;Text50;059,144,152;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Gatuadress;Inkomsttagare;;
KU34;219;Postnummer;N;PostNummer;060,145,153;"Fk219 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU34;220;Postort;N;Text50;061,146,154;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;;
KU34;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU34;222;Fodelsetid;N;Fodelsetid;063;Om Fk215 finns får inte Fk222 finnas.;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU34;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU34;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU34;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU34;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU34;252;TIN;N;Text20;066;Om Fk076 finns ska Fk252 finnas.;Utländskt skatteregistreringsnummer (TIN);Inkomsttagare;Utländskt skatteregistreringsnummer, TIN (Tax Identification Number), ska alltid lämnas för person som är obegränsat skattskyldig i Sverige och har hemvist i annan stat. Personen, som uppgiften avser, får skatteregistreringsnumret av det land där han eller hon har sin skatterättsliga hemvist.;
KU34;523;Depanummer;N;Belopp12;;;Depånummer;;Depånummer ska alltid anges för samägda depåer. Anges med maximalt 12 siffror (inga bokstäver).;
KU34;524;AndelAvDepan;N;Decimal2;076;Om Fk524 finns ska också Fk523 finnas.;Andel av depån;;Om en depå innehas av två eller flera personer och beloppen i kontrolluppgiften avser hela depån anges här ägd andel för den uppgiften avser. Andelen anges med upp till två decimaler. OBS! Avdragen skatt anges alltid individuellt.;
KU34;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU34;571;VPNamn;N;Text50;085,170;"Fk571 ska finnas om Fk572 saknas och Fk205 saknas.
Fk571 ska finnas om (Fk572 finns och de två första tecknen i Fk572 inte är SE)
";Beteckning på optionen;;Namnet ska alltid anges om ISIN är utländskt (börjar på annan landskod än SE) eller om ISIN saknas.;
KU34;572;ISIN;N;Isin;;;ISIN;;Värdepapperets identitetsnummer enligt internationell standard. Anges i form av landskod (två stora bokstäver) följt av 10 tecken. För svenska värdepapper är det 10 siffror är siffror. Ex SE0000667925.;
KU34;573;AvyttradTillISK;N;Kryss;087;Fk573 får inte finnnas om Fk813 finns.;Avyttrad till investeringssparkonto;;Markera här om kontrolluppgiften avser en överföring av en option till ett investeringssparkonto.;
KU34;578;AntalKontrakt;N;Belopp10;091;Om Fk205 saknas ska Fk578 finnas.;Antal kontrakt;;Här anges antal kontrakt (för standardiserade optioner) eller antal optioner (för icke standardiserade optioner, t.ex. warranter eller teckningsoptioner).;
KU34;599;OkandVarde;N;Kryss;;;Okänt värde;;Markering för när en sakutdelning som avyttrats ännu inte fått ett fastställt värde vid tiden för inlämning av kontrolluppgiften.;
KU34;810;ErhallenErsattning;N;Belopp10;128,169;"Fk810 ska finnas om Fk205 och FK599 och Fk813 saknas.
Fk810 får inte finnas om Fk599 finns.";Erhållen ersättning;;;
KU34;812;TypAvOption;N;TypOption;130;Om Fk205 saknas ska Fk812 finnas.;Typ av option;;;
KU34;813;OptionenForfallen;N;Kryss;131,172;"Fk813 får inte finnas om Fk810 finns.
Fk813 får inte finnas om Fk599 finns.";Optionen förfallen;;;
KU35;076;LandskodTIN;N;Landskod;045;Om Fk252 finns ska Fk076 finnas.;TIN-land;Inkomsttagare;I de fall utländskt skatteregistreringsnummer (TIN) lämnas ska uppgift även lämnas om vilket land som utfärdat numret.;
KU35;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Organisationsnummer;Uppgiftslamnare;;
KU35;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU35;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU35;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU35;215;Inkomsttagare;N;Identitet;056;Fk215 ska finnas om Fk222 och Fk224 saknas.;Personnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU35;216;Fornamn;N;Text50;057,142;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Förnamn;Inkomsttagare;;
KU35;217;Efternamn;N;Text50;058,143;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU35;218;Gatuadress;N;Text50;059,144,152;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Gatuadress;Inkomsttagare;;
KU35;219;Postnummer;N;PostNummer;060,145,153;"Fk219 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU35;220;Postort;N;Text50;061,146,154;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;;
KU35;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU35;222;Fodelsetid;N;Fodelsetid;063;Om Fk215 finns får inte Fk222 finnas.;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU35;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU35;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU35;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU35;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
KU35;252;TIN;N;Text20;066;Om Fk076 finns ska Fk252 finnas.;Utländskt skatteregistreringsnummer (TIN);Inkomsttagare;Utländskt skatteregistreringsnummer, TIN (Tax Identification Number), ska alltid lämnas för person som är obegränsat skattskyldig i Sverige och har hemvist i annan stat. Personen, som uppgiften avser, får skatteregistreringsnumret av det land där han eller hon har sin skatterättsliga hemvist.;
KU35;523;Depanummer;N;Belopp12;;;Depånummer;;Depånummer ska alltid anges för samägda depåer. Anges med maximalt 12 siffror (inga bokstäver).;
KU35;524;AndelAvDepan;N;Decimal2;076;Om Fk524 finns ska också Fk523 finnas.;Andel av depån;;Om en depå innehas av två eller flera personer och beloppen i kontrolluppgiften avser hela depån anges här ägd andel för den uppgiften avser. Andelen anges med upp till två decimaler. OBS! Avdragen skatt anges alltid individuellt.;
KU35;570;Specifikationsnummer;J;SpecifikationsNummer;;;Specifikationsnummer;;Ska alltid anges. Kan vara valfritt nummer, men lämnar du fler kontrolluppgifter av samma KU-typ för samma person måste de ha olika specifikationsnummer. Vill du senare kunna ändra eller ta bort en kontrolluppgift måste du då ange samma specifikationsnummer som nu.;
KU35;571;VPNamn;N;Text50;085,170;"Fk571 ska finnas om Fk572 saknas och Fk205 saknas.
Fk571 ska finnas om (Fk572 finns och de två första tecknen i Fk572 inte är SE)
";Beteckning på terminen;;Namnet ska alltid anges om ISIN är utländskt (börjar på annan landskod än SE) eller om ISIN saknas.;
KU35;572;ISIN;N;Isin;;;ISIN;;Värdepapperets identitetsnummer enligt internationell standard. Anges i form av landskod (två stora bokstäver) följt av 10 tecken. För svenska värdepapper är det 10 siffror är siffror. Ex SE0000667925.;
KU35;573;AvyttradTillISK;N;Kryss;;;Avyttrad till investeringssparkonto;;Markera här om kontrolluppgiften avser en överföring av en termin till ett investeringssparkonto.;
KU35;578;AntalKontrakt;N;Belopp10;091;Om Fk205 saknas ska Fk578 finnas.;Antal kontrakt;;Här redovisas antal omsatta kontrakt. Det gäller såväl vid redovisning av helt nettade forwardskontrakt som vid redovisning av stängning av forwardskontrakt och futureskontrakt.;
KU35;599;OkandVarde;N;Kryss;;;Okänt värde;;Markering för när en sakutdelning som avyttrats ännu inte fått ett fastställt värde vid tiden för inlämning av kontrolluppgiften.;
KU35;810;ErhallenErsattning;N;Belopp10;129,169;"Fk810 ska finnas om Fk205 och Fk811 saknas.
Fk810 får inte finnas om Fk599 finns.";Erhållen ersättning;;För helt nettade forwardskontrakt, vid stängning av futures- och forwardskontrakt och kvittning av futureskontrakt redovisas det erhållna nettobeloppet efter avdrag för kostnader här.;
KU35;811;ErlagdErsattning;N;Belopp10;;;Erlagd ersättning;;För helt nettade forwardskontrakt, vid stängning av futures- och forwardskontrakt och kvittning av futureskontrakt redovisas det erlagda nettobeloppet med tillägg för kostnader här.;
KU35;814;Redovisningsmetod;N;Redovisningsmetod;132;Om Fk205 saknas ska Fk814 finnas.;Redovisningsmetod;;;
KU40;076;LandskodTIN;N;Landskod;045;Om Fk252 finns ska Fk076 finnas.;TIN-land;Inkomsttagare;I de fall utländskt skatteregistreringsnummer (TIN) lämnas ska uppgift även lämnas om vilket land som utfärdat numret.;
KU40;077;Fodelseort;N;Text35;;;Födelseort;Inkomsttagare;Fyll i födelseort om den uppgiften gäller är bosatt utomlands och uppgift om utländskt skatteregistreringsnummer saknas.;
KU40;078;LandskodFodelseort;N;Landskod;046;Fk078 ska finnas om Fk077 finns.;Landskod;Inkomsttagare;Land där födelseorten ligger.;
KU40;201;UppgiftslamnarId;J;Identitet;053;Fk201 får ej vara identisk med Fk215.;Organisationsnummer;Uppgiftslamnare;;
KU40;202;NamnUppgiftslamnare;N;Text50;;;Uppgiftslämnarens namn;Uppgiftslamnare;;
KU40;203;Inkomstar;J;Inkomstar;;;Inkomstår;;;
KU40;205;Borttag;N;Kryss;055;Fk205 får bara finnas om alla fältkoder förutom Fk201, Fk203, Fk570, Fk215, Fk222 och Fk224 är tomma.;Borttags-KU;;;
KU40;215;Inkomsttagare;N;Identitet;056;Fk215 ska finnas om Fk222 och Fk224 saknas.;Personnummer;Inkomsttagare;Fyll i personnummer eller samordningsnummer för fysisk person eller organisationsnummer för juridisk person. För personer med samordningsnummer ska namn- och adressuppgifter skrivas i fält 216-221.;
KU40;216;Fornamn;N;Text50;057,142;"Fk216 ska finnas om Fk222 finns och Fk205 saknas.
Fk216 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Förnamn;Inkomsttagare;;
KU40;217;Efternamn;N;Text50;058,143;"Fk217 ska finnas om Fk222 finns och Fk205 saknas.
Fk217 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas.";Efternamn;Inkomsttagare;;
KU40;218;Gatuadress;N;Text50;059,144,152;"Fk218 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk218 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Gatuadress;Inkomsttagare;;
KU40;219;Postnummer;N;PostNummer;060,145,153;"Fk219 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk219 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postnummer;Inkomsttagare;Anges utan ev. landskod. Land anges istället i fält 221 nedan.;
KU40;220;Postort;N;Text50;061,146,154;"Fk220 ska finnas om Fk222 finns och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk215 har värde i SSÅÅ > 1800 och DD > 60 och Fk205 saknas och Fk230 saknas.
Fk220 ska finnas om Fk224 finns och Fk205 och Fk215 och Fk222 saknas och Fk230 saknas.";Postort;Inkomsttagare;;
KU40;221;LandskodPostort;N;Landskod;166;Fk221 ska finnas om Fk230 finns;Land;Inkomsttagare;;
KU40;222;Fodelsetid;N;Fodelsetid;063;Om Fk215 finns får inte Fk222 finnas.;Födelsetid;Inkomsttagare;Har personen som uppgiften avser inget personnummer finns möjligheten att ange födelsetid istället. Födelsetiden anges med personens födelsedatum på samma sätt som i ett personnummer följt av tre valfria siffror (ÅÅÅÅMMDDnnn).;
KU40;224;AnnatIDNr;N;Text20;;;Annat ID-nummer;Inkomsttagare;Avser uppgiften en juridisk person som saknar svenskt organisationsnummer ska, som identifikator, Annat ID-nummer anges. Det finns inga formkrav för Annat ID-nummer. ;
KU40;226;OrgNamn;N;Text50;065,151;"Fk226 får inte finnas om Fk222 finns, om Fk215 har SS>17, om Fk216 finns eller om Fk217 finns.
Fk226 ska finnas om Fk224 finns och Fk205, Fk215, Fk216, Fk217 och Fk222 alla saknas.";Organisationsnamn;Inkomsttagare;Anges för juridisk person istället för för- och efternamn.;
KU40;228;Gatuadress2;N;Text50;;;Gatuadress forts.;Inkomsttagare;Om du behöver mer utrymme för gatuadress, t.ex. för en c/o-adress.;
KU40;230;FriAdress;N;Text350;;;Adress i fritt format;Inkomsttagare;Om en utländsk adress inte går att dela in i gatuadress, postnummer och postort kan detta fält istället användas.;
